feature,importance
waveform_correlation,0.9325973680960694
vo_variability,0.03247271576199156
residual_energy_ratio,0.02006022435668423
vl_variability,0.014579473002941936
vo_complexity,0.0002902187823129347
response_delay,0.0
response_delay_normalized,0.0
